name,category,code
tetley one cup teabag 440pcs.,tea,01.2.3.0
matusalem rum solera 7 blender 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0
sprite bottle 5+1,soft drinks,01.2.6.0
dani mussles in brine 114 g,tins cans & packets,01.1.9.1
pfanner lemon lychee juice 500 ml,juices & smoothies,01.2.6.0
borbone te' al limone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0
cameo ciobar white chocolate 021 grms,hot chocolate & malted drinks,01.2.4.0
estathe' estathe zero limone,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0
benna skimmed milk 0.3% fat 500g,"milk, butter & eggs",01.1.4.2
ty-phoo teabags 160 + 50% extra free 240 pcs.,tea,01.2.3.0
the balvenie single malt whisky 17 year old double wood,alcohol,02.1.1.0
santal (ab) pineapple juice 1 ltr,juices & smoothies,01.2.1.0
baltika beer no 9,beer,02.1.3.0
santa carolina vistana sauvignon blanc,wine,02.1.2.1
sainsbury's chateau tanunda chard 75cl,drinks | wine | red wine,02.1.2.1
barcelo' rum gran anejo,"acqua, bevande, alcolici | liquori",02.1.1.0
bavaria shandy 33cl,beverages | beer & cider,02.1.3.0
"karlsberg helles 0,5 l",bier,02.1.3.0
bottega grappa barricata fume 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0
citra montepulciano abbr 75cl,wine cellar | wine  ,02.1.2.1
carrefour aranciata zero 1.5ltr,soft drinks,01.2.6.0
infusi fruttosi ananas e pesca 12 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0
cavit muller thurgau doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
just 0 non alcoholic white wine 75cl,drinks | wine | non-alcoholic wines,02.1.2.1
setabianca trebbiano d'abruzzo doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
grigolli vino marzemino doc,"acqua, bevande, alcolici | vini",02.1.2.1
3 leaves capers jar 420 grms,tins cans & packets,01.1.9.9
shani mixed fruit drink 330ml,drinks | soft drinks | soft drinks,01.2.9.0
cisk lager can,beer,02.1.3.0
g.h. mumm cordon rouge 750 ml,wine,02.1.2.1
pukka organic peace tea 20pcs.,tea,01.2.3.0
lipton peppermint tea 25 pcs.,tea,01.2.3.0
roversi  barolo,wine,02.1.2.1
torrevigne irpinia aglianico  x  750ml,wine,02.1.2.1
cono sur bicicleta carmenere,wine,02.1.2.1
beck's birra analcolica 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0
passerina colli aprutini igt,"vini, birra e liquori | vini",02.1.2.1
biona organic 15% off rye bread hempseed,organic products,01.1.1.3
belvedere vodka 700 ml,spirits,02.1.1.0
bialetti caffe d'italia napoli gusto intenso 115 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0
oransoda zero,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0
martini rossini + cooler bag,wine,02.1.2.1
ahmad darjereeling tea x 20 pcs.,tea,01.2.3.0
dewars white label whisky 70cl,beverages | spirits,02.1.1.0
pelli sardines in sunflower oil 125 g,tins cans & packets,01.1.9.1
sciroppo d'acero bio,"acqua, bibite e succhi | sciroppi",01.1.8.2
quinta da portal fine tawny port,wine,02.1.2.1
carrefour bio uva sultanina,organic products,01.1.6.7
"gut bio bio-cremiger-rahmjoghurt 0,5 kg",milchprodukte,01.1.4.6
"zaranoff wodka 0,7l",spirituosen,02.1.1.0
ecomil ecomil hemp sugar free milk,organic products,01.1.4.4
carrefour peach juice 3x,juices,01.2.1.0
trevalli hopla veg and bio almond drink,organic products,01.1.4.4
douglas green sauvignon blanc 750 ml,wine,02.1.2.1
"lurisia gazzosa 1,1 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0
te' verde classico,"caffè, tea e zucchero | tea e infusi",01.2.3.0
sant'anna still water  x1 2ltr,drinks | water | water - still,01.2.5.0
diamir tuna in oil  970 grms,tins cans & packets,01.1.9.1
lamb brand pumpkin kernels 150 grms,tins cans & packets,01.1.9.4
gran castello red 2l,wine cellar | wine,02.1.2.1
healty people energy apple-ginger-lemon,juices,01.2.1.0
martini non-alcoholic aperitivo floreale 75cl,"drinks | spirits & liqueurs | non-alcoholic aperitivs, cocktails etc",02.1.2.1
gentleman jack double mellowed and tasting glasses,"vini, birra e liquori | liquori",02.1.1.0
barton & guestier chateauneuf- du- pape,wine,02.1.2.1
food for all artigianp del bio bulgur,organic products,01.1.1.5
absolut vodka,alcohol,02.1.1.0
j&b whisky 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0
cantina valtidone ortrugo vivace doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
valfrutta a c e juice,juices,01.2.1.0
monolith: roasted sunflower seeds 200g,tins cans & packets,01.1.9.4
lamb brand chickpeas 200g,tins cans & packets,01.1.7.9
breezer zesty orange,"vini, birra e liquori | liquori",02.1.9.0
gin con arancia,"vini, birra e liquori | liquori",02.1.9.0
panna acqua naturale 750 ml,"acqua, bevande, alcolici | acqua",01.2.5.0
copura coconut oil organic extra virgin,organic products,01.1.5.1
kinnie diet bottle,soft drinks,01.2.6.0
bellfield jex - blake mosaic ipa cans  330 ml,beer & cider,02.1.3.0
glen grant major reserve,alcohol,02.1.1.0
moskovskaya vodka 70cl,drinks | spirits & liqueurs | vodka,02.1.1.0
avena italiana senza zuccheri,"latticini | latte, uova e burro",01.1.4.4
100% latte piemontese il burro 125 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.5.2
santero prosecco twist extra dry 75cl,wine cellar | wine,02.1.2.1
nescafe dolce gusto espresso buondi x16 99.2gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0
tanqueray gin & tonic 275 ml,"acqua, bevande, alcolici | liquori",02.1.9.0
westcliff krautertee 50 g,tee,01.2.3.0
eagle creek zinfandel rose 750ml,wine,02.1.2.1
santa margherita spa chardonnay doc,"acqua, bevande, alcolici | vini",02.1.2.1
tropicana pet orange original 250ml,chilled fruit juice & smoothie,01.2.1.0
green lemonade x6x330ml *promo 5+1*,drinks | soft drinks & mixers | organic drinks,01.2.6.0
luigi bianchi carenzo sciac & tra ormanesco doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
kerrymaid lard,spreads,01.1.5.9
marques de caceres albarino duesa nai,wine,02.1.2.1
carlsberg can 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0
cafe chic instant coffee 20% off 100g,coffee,01.2.2.0
quinteiro blanco wine 75cl,wine cellar | wine,02.1.2.1
sant'anna la baby acqua naturale,"acqua, bevande, alcolici | acqua",01.2.5.0
"primia the da infuso alla pesca 1,2 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0
spar premium coffee tosca caps x10,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0
mosketto - rosato mostro fermento  x  750ml,wine,02.1.2.1
palatino sauvignon blanc,wine,02.1.2.1
"twining infuso camomilla, miele e vaniglia 20 filtri",infusi,01.2.3.0
singletons & co organic mature cheddar,organic products,01.1.4.5
italvini le uve pinot grigio veneto,wine,02.1.2.1
yachting yachting sex on the beach 700 ml,spirits,02.1.9.0
ahmad tea darjeeling tea x20 tea bags,beverages | coffee & tea,01.2.3.0
destination coffee breakfast,organic products,01.2.2.0
rauch happy day mango juice 1 ltr,juices & smoothies,01.2.1.0
dolia monica di sardegna doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
louis jadot  gevrey- chambertin,wine,02.1.2.1
alasia gavi 750ml,wine,02.1.2.1
san valentino dry red wine 750ml,wine,02.1.2.1
don simon merlot 1l,wine cellar | wine,02.1.2.1
gato negro sweet moscato 75cl,drinks | wine | dessert wine,02.1.2.1
jose cuervo tequila gold,alcohol,02.1.1.0
elan sparking water,water,01.2.5.0
teekanne turkish apple tea bags 20 pcs.,tea,01.2.3.0
sant orsola 2021 chianti d o c g 750ml,wine,02.1.2.1
sprite zero 6x1.5l,beverages | soft drinks & mixers,01.2.6.0
john west boneless sardines in olive oil 95 grms,tins cans & packets,01.1.9.1
codici appassimento rosso,wine,02.1.2.1
la torre pinot grigio 750ml,wine,02.1.2.1
lauretana mineral natural sparkling water,water,01.2.5.0
green vie spread original 200gr,"fresh | dairy, eggs & cheese | butter, margarine & spreads",01.1.4.5
elite tuna special offer value pack 80 grms,tins cans & packets,01.1.9.1
parmalat skimmed milk 1 ltr,tins cans & packets,01.1.4.2
birra punk ipa,"vini, birra e liquori | birra",02.1.3.0
castello del poggio del poggio moscato d' asti,wine,02.1.2.1
crai aceto di vino rosso 500ml,groceries | oil & vinegar,01.1.9.3
limone ice tea,"acqua, bibite e succhi | bibite",01.2.3.0
mont rocher viognier 75cl,drinks | wine | white wine,02.1.2.1
mr organic italian passata,organic products,01.1.9.3
il grande orto pitted green olives in brine 510 grms,tins cans & packets,01.1.7.9
ammasso rosso sicilia,wine,02.1.2.1
fattoria scaldasole yoghurt biologico cocco,organic products,01.1.4.6
olio extra vergine di oliva italiano 100%,"conserve | olio, aceto e sale",01.1.5.1
president light salted butter,spreads,01.1.5.2
leffe blond birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0
lion brand strawberry yoghurt & cream green tea 44 g,tea,01.2.3.0
spar peach ice tea 1.5ltr,drinks | ice tea | ice tea,01.2.3.0
delicata marenzio merlot 75cl,drinks | wine | red wine,02.1.2.1
jack link`s beef jerky original 75 grms,tins cans & packets,01.1.2.5
ricossa nebbiolo d'alba rose brut doc 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1
crai caffe espresso 250grs,beverages | coffee & tea,01.2.2.0
primia camomilla solubile con melatonina,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0
alpro coffee cup caramel soya 200ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.1.4.7
wine calasole vermentino rocca di montemassi,wine,02.1.2.1
citadella white 75cl,drinks | wine | white wine,02.1.2.1
nescafe orgl 3in1 caramel box 16x17g,beverages | coffee & tea,01.2.2.0
schweppes tonica zero 1 lt,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0
step sugar free pineapple & coconut + vitamins 10gr,drinks | squashes | fruit & milk squashes,01.2.9.0
medinet french white  75cl,drinks | wine | white wine,02.1.2.1
president cooking pro cream 200 grms,"milk, butter & eggs",01.1.4.3
carrefour bio cioccolato extra fondente extra fine 70% cacao g. free,organic products,01.1.8.5
vegas del rivilla white wine 1ltr,wine,02.1.2.1
margarina valle + burro 250g,burro & margarina,01.1.5.3
moet & chandon imperial champagne 750ml,wine,02.1.2.1
old mount cider berries & cherries,cider,02.1.2.2
cocktail analcolico,"vini, birra e liquori | liquori",01.2.9.0
weihenstephan h-milch 1 l,milchprodukte,01.1.4.1
pepsi max zero sugar,soft drinks,01.2.6.0
fiorucci aceto balsamico modena 500ml,groceries | oil & vinegar,01.1.9.3
food for all artigiano del bio farina di farro,organic products,01.1.1.2
"the infre 23 filtri deteinato classico 34,50g",infusi,01.2.3.0
lucano amaro 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0
rio mare tuna fillets with lemon & ginger 130 grms,tins cans & packets,01.1.9.1
rio d'oro apfelsaft aus apfelsaftkonzentrat 1 l,saft & nektar,01.2.1.0
twining's cold infuse tea passionfruit mango & blood orange 30 grms,tea,01.2.3.0
"skipper zero arancia,limone e carota 330 ml","acqua, bevande, alcolici | succhi di frutta",01.2.1.0
elledi gusto pieno 3% alta digeribilita senza lattosio,"latticini | latte, uova e burro",01.1.4.1
kopke fine ruby porto,wine,02.1.2.1
milsani speisequark 40 % 250 g,milchprodukte,01.1.4.5
louis roederer champagne rose,wine,02.1.2.1
coca cola zero zuccheri and zero caffeina,soft drinks,01.2.6.0
rauch ice tea lemon 2 ltr,soft drinks,01.2.3.0
foot of africa chenin blanc 750 ml,wine,02.1.2.1
victory 1565 lager beer 500g,beer & cider,02.1.3.0
biona organic organic baked beans,organic products,01.1.7.9
bonduelle french beans 400 grms,tins cans & packets,01.1.7.9
espresso suerte intensita 13,"caffè, tea e zucchero | caffè e solubili",01.2.2.0
florio grecale di sicilia igp 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
biona organic peperona pasta sauce,organic products,01.1.9.3
tetley green tea decaf x50 tea bags,beverages | coffee & tea,01.2.3.0
fattoria teddi yogurt bio intero banana,organic products,01.1.4.6
hotos organic original feta cheese,organic products,01.1.4.5
moscato tenimenti d asti ca` bianca,wine,02.1.2.1
innocent orange juice with bits 330ml,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0
baron darignac rouge 75cl,drinks | wine | red wine,02.1.2.1
countre chocolate milk 0.5l,beverages | hot chocolate & flavoured millk,01.1.4.7
"san benedetto limone 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0
sterilgarda juice  apple,juices,01.2.1.0
yellow tail sauvignon blanc 75cl,drinks | wine | white wine,02.1.2.1
landessa ice coffee latte macchiato 230 ml,coffee,01.1.4.7
karlsberg pils alkoholfrei 500 ml,bier,02.1.3.0
kruger chai latte exotic india 250 grms,tea,01.1.4.4
nesquik latte cacao x3x180ml,drinks | milkshake & yogurt drinks | ready made milkshake & yogurt to drink,01.1.4.7
zero lattina,"acqua, bibite e succhi | bibite",01.2.6.0
red bull  sugar free,energy drinks,01.2.9.0
tenuta rapitala itempli nero davola 75cl,drinks | wine | red wine,02.1.2.1
erdinger urweisse beer 500 ml,beer & cider,02.1.3.0
hello classic energy drink,energy drinks,01.2.9.0
costa d'oro extra virgin olive oil grezzo 1ltr,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1
fiano di avellino docg,"vini, birra e liquori | vini",02.1.2.1
958 vino spumante extra dry millesimato,"vini, birra e liquori | spumanti e champagne",02.1.2.1
caravaggio cabernet franc,wine,02.1.2.1
carrefour bio multicereal al miele,organic products,01.1.1.4
pelli mackerel fillets in tomato sauce 90g,tins cans & packets,01.1.9.1
bacardi rum superior 700 ml,spirits,02.1.1.0
clipper oraganic snore and peace 20 tea bags 030 grms,tea,01.2.3.0
"estathe' estathe zero limone 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0
natur green hazelnut cocoa creamy dessert,organic products,01.1.8.5
coca cola zero,soft drinks,01.2.6.0
donna fugata sul vulcano etna bianco doc,wine,02.1.2.1
9 lives chardonnay,wine,02.1.2.1
dairy pride skimmed milk 1l,"chilled and dairy | milk, butter & eggs",01.1.4.2
gran castello white 75cl,wine cellar | wine,02.1.2.1
borgofulvia spumante brut,wine,02.1.2.1
just lemon squash 1 ltr,soft drinks,01.2.6.0
sainsbury's barrihuelo rioja blanco 75cl,drinks | wine | white wine,02.1.2.1
solan multifruit,juices,01.2.1.0
masi riserva  toar valpolicella classico sup.,wine,02.1.2.1
pellegrino malvasia di sicilia igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
zironda amarone della valpolicella,wine,02.1.2.1
biona organic coconut water,organic drinks,01.2.9.0
glenfarclas highland single malt scotch whisky 15 years,alcohol,02.1.1.0
sambuca extra,"vini, birra e liquori | liquori",02.1.1.0
sainsbury's diet blue bolt 250ml,drinks | energy drinks | energy drinks,01.2.9.0
sheridan's coffee layered liqueur,alcohol,02.1.1.0
sacla acetelli insalatina 560 grms,tins cans & packets,01.1.7.9
la guardianese falanghina del sannio doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
santero 958 bellini + cup,wine,02.1.2.1
the berry company superberries purple juice drink 1 ltr,juices & smoothies,01.2.1.0
bjorg bio spelt & hazelnut no sugar drink,organic products,01.1.4.4
"bitburger winterbock 0,5 l",spirituosen,02.1.3.0
andes merlot chile 750ml,wine,02.1.2.1
grand vin de hauteville shiraz cabernet malta d.o.k.,wine,02.1.2.1
uvam pinot grigio delle venezie 75cl,drinks | wine | white wine,02.1.2.1
m.busto organic apple cider vinegar with the mother,organic products,01.1.9.3
human+kind dublin dry gin,alcohol,02.1.1.0
birra chill lemon,"vini, birra e liquori | birra",02.1.3.0
muller thurgau igt,"vini, birra e liquori | vini",02.1.2.1
prime hydration lemon & lime,energy drinks,01.2.9.0
peroni stile capri birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0
mont valentino dry white wine  750ml,wine,02.1.2.1
rio d'oro(r) orangensaft 1 l,saft & nektar,01.2.1.0
okf aloe vera king original drink,juices,01.2.9.0
aquavitamin arancia,"acqua, bibite e succhi | bibite",01.2.9.0
amaroy bio-kaffee 500 g,kaffee,01.2.2.0
biona maple agave syrup 15% off,organic products,01.1.8.2
change gerard bertrand cabernet sauvignon 750ml,wine,02.1.2.1
amaro averna 29deg 70cl,amari,02.1.1.0
monster energy pipeline punch 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0
burro,"latticini | latte, uova e burro",01.1.5.2
evian natural mineral water,water,01.2.5.0
cirio olio oliva 1 lt,olio e conserve | olio,01.1.5.1
nescafe gold latte iced van 7sac,beverages | coffee & tea,01.1.4.7
candidato organic temranillo wine,organic drinks,02.1.2.1
cachaca caicara 38% 1l,amari,02.1.1.0
rauch bravo multivitamin nectar 1ltr,juices & smoothies,01.2.1.0
"coca cola zero 1,32 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0
nescafe caffe espresso decaffeinato 96 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0
cody's beer with citrus and vodka taste,beer,02.1.9.0
sir winston zenzero & arancia te verde,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0
lipton ice tea peach,iced tea,01.2.3.0
"nescafe dolce gusto espresso roma 99,2 gr","zucchero, caffe', te', infusi | caffe'",01.2.2.0
kafer shiraz australia,wine,02.1.2.1
fabiano valpolicella storica 2019,wine,02.1.2.1
beefeater pink gin 700 ml,spirits,02.1.1.0
innocent fp plus berry 750ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.2.1.0
lunardi soave,wine cellar | wine,02.1.2.1
bottega bottega prosecco rose' 75cl,wine,02.1.2.1
"paulaner natur radler 0,5 l",bier,02.1.9.0
caffe motta dolce gusto arabica x16 120gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0
flora vegan spread,spreads,01.1.5.3
pfanner peach drink 2l,beverages | juices & ice-teas,01.2.1.0
viti&vini ortrugo doc colli piacentini 375 ml,"acqua, bevande, alcolici | vini",02.1.2.1
lunetta spumante rose 75cl,wine cellar | wine,02.1.2.1
nescafe original 2 in 1  9g,coffee,01.2.2.0
riso scotti organic rice and almond drink,organic products,01.1.4.4
dany chicken luncheon meat 340g,tins cans & packets,01.1.9.1
cumbres de gredos vino trinto brik,wine,02.1.2.1
food for all artigiano del bio riso basmati integrale,organic products,01.1.1.5
duchessa lia moscato 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1
seltz sifone,"vini, birra e liquori | liquori",01.2.6.0
novosal,"conserve | olio, aceto e sale",01.1.9.3
brothers cider strawberry & lime 500ml,drinks | beers & ciders | cider,02.1.2.2
cantina valtidone barbera frizzante colli piacentini doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1
lactel uht whole milk 3.5% 1lt,"chilled and dairy | milk, butter & eggs",01.1.4.1
pepsi max zero 1.5ltr,soft drinks,01.2.6.0
latte magro scremato uht,"latticini | latte, uova e burro",01.1.4.2
rauch happy day coco pineapple 1 ltr,juices & smoothies,01.2.1.0
"vicentini tisana mago merlino liquirizia,anice e finocchio","zucchero, caffe', te', infusi | te' e infusi",01.2.3.0
