name,category,manual_code,correct_option,correct_n,llm,prediction,match
starbucks white mocha x12cap,beverages | coffee & tea,01.2.4.0,True,4,mistral:latest,01.2.2.0,False
twining infuse fragola/anguria/limone 10 filtri,infusi,01.2.3.0,True,9,mistral:latest,01.2.3.0,True
pera dolce di natura,"acqua, bibite e succhi | succhi",01.2.1.0,True,3,mistral:latest,01.2.1.0,True
amaroy kaffee-pads 144 g,kaffee,01.2.2.0,True,10,mistral:latest,01.2.2.0,True
sani sifon acqua soda,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,False,0,mistral:latest,05.3.2.2,False
six saints caribbean rum,alcohol,02.1.1.0,True,5,mistral:latest,02.1.1.0,True
belvedere grignolino piemonte doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,5,mistral:latest,02.1.2.1,True
nouaison gin 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,3,mistral:latest,02.1.1.0,True
"bad durrheimer naturliches mineralwasser 0,75 l",wasser,01.2.5.0,True,12,mistral:latest,01.2.5.0,True
dreher redler birra e succo di limone 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,5,mistral:latest,02.1.3.0,True
johnny walker red label whisky 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,5,mistral:latest,02.1.1.0,True
raineri olio extra vergine di oliva 500 ml,olio e conserve | olio,01.1.5.1,True,11,mistral:latest,01.1.5.1,True
lipton yellow label tea deteinato squeezable 38 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,11,mistral:latest,01.2.3.0,True
expressi typ filter kaffee mild 120g,kaffee,01.2.2.0,True,11,mistral:latest,01.2.2.0,True
"everton te solubile limone,lime e curcuma 560 gr","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,True,3,mistral:latest,01.2.3.0,True
elite marrowfat peas 300g,tins cans & packets,01.1.7.9,True,3,mistral:latest,01.1.7.6,False
barton & guestier malbec 750ml,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
gran caffe  garibaldi nespresso tube top bar  10 pcs.,coffee,01.2.2.0,True,11,mistral:latest,01.2.2.0,True
jack link`s beef jerky teriyaki 075 grms,tins cans & packets,01.1.2.5,True,2,mistral:latest,01.1.2.3,False
vinum merum bellamar gutturnio classico superiore doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
typhoo qt one cup 125gr,food cupboard groceries | tea | decaf & all classic teas,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
solvay bicarbonato di sodio purissimo 750 gr,"acqua, bevande, alcolici | bevande analcoliche",01.1.9.9,False,0,mistral:latest,05.6.1.9,False
fuzetea tea lemon 400 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,True,5,mistral:latest,01.2.3.0,True
martini royale rosato 75cl,wine cellar | wine  ,02.1.2.1,True,8,mistral:latest,02.1.2.1,True
dolo corned beef 200g,groceries | canned items,01.1.2.5,True,2,mistral:latest,01.1.2.5,True
barbera frizzante piemonte doc,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
"chiarli lambrusco amabile di modena dop 1,5 lt","acqua, bevande, alcolici | vini",02.1.2.1,True,6,mistral:latest,02.1.2.1,True
rauch bravo arancia rossa (red orange) 2ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,5,mistral:latest,01.1.6.2,False
coccodi italian barn eggs medium 6x350g,"milk, butter & eggs",01.1.4.8,True,12,mistral:latest,01.1.4.8,True
kinnie / diet 500ml x12,beverages | soft drinks & mixers,01.2.6.0,True,8,mistral:latest,01.2.6.0,True
bakoma sonata coffee cappuccino,cold coffee,01.1.4.7,True,2,mistral:latest,01.1.4.7,True
twinings selezione di pregiati te 80 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,12,mistral:latest,01.2.3.0,True
jack daniels whisky,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,mistral:latest,02.1.1.0,True
snapple snappy apple 473ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.2.1.0,True,3,mistral:latest,01.2.1.0,True
espresso intenso 9/13,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,10,mistral:latest,01.2.2.0,True
lurisia sparkling water glass,water,01.2.5.0,True,7,mistral:latest,01.2.5.0,True
"clarke's bourbon whiskey 0,7 l",spirituosen,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
bolero mango sugar free instant drink 009 grms,soft drinks,01.2.9.0,True,1,mistral:latest,01.2.6.0,False
lachryma vitis white 75cl carton,wine cellar | wine  ,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
bio3 camomile tea  25 pcs.,tea,01.2.3.0,True,10,mistral:latest,01.2.3.0,True
"rio d'oro mehrfruchtdirektsaft 1 l, ananas, orange & mango",saft & nektar,01.2.1.0,True,4,mistral:latest,01.1.6.5,False
sacla organic basil pesto,organic products,01.1.9.3,True,4,mistral:latest,01.1.8.4,False
albicocca varieta italiane,"acqua, bibite e succhi | succhi",01.2.1.0,True,1,mistral:latest,01.2.1.0,True
santa babera cabernet saivignon,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
ty-phoo gold tea  80 pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
chateau roquefort bordeaux sauvignon,wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
casillero del diablo carmenere,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
milsani kondensmilch 10 % fett 340 g,milchprodukte,01.1.4.2,False,0,mistral:latest,01.1.4.3,False
perrier peach & cherry sparkling drink,water,01.2.9.0,True,2,mistral:latest,01.2.6.0,False
la festa hot chocolate milky 250g,beverages | coffee & tea,01.2.4.0,True,11,mistral:latest,01.2.4.0,True
carrefour bio penne rigate intergrali,organic products,01.1.1.5,True,3,mistral:latest,01.1.1.5,True
poppenburger bockwurst sausages 750 grms,tins cans & packets,01.1.2.5,True,7,mistral:latest,01.1.2.5,True
torrevigne - taurasi  x,wine,02.1.2.1,True,9,mistral:latest,02.1.2.1,True
mutti bio passata  560 grms,tins cans & packets,01.1.9.3,False,0,mistral:latest,01.1.3.3,False
estathe pesca 20cl,drinks | ice tea | ice tea,01.2.3.0,True,9,mistral:latest,01.2.3.0,True
gran lomo malbec,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
stone go to ipa,beer,02.1.3.0,True,12,mistral:latest,02.1.3.0,True
enervit bottle orange 500ml,drinks | sports drinks | sports drinks,01.2.6.0,True,2,mistral:latest,01.2.9.0,False
amaro importante 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,mistral:latest,02.1.1.0,True
valfrutta fine tomato pulp 2x 330 grms,tins cans & packets,01.1.9.3,False,0,mistral:latest,01.1.7.2,False
san benedetto still,water,01.2.5.0,True,10,mistral:latest,01.2.5.0,True
primia te' deteinato 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,5,mistral:latest,01.2.3.0,True
gibson's london dry gin 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,True,1,mistral:latest,02.1.1.0,True
corte al passo primitivo puglia 2022,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
twinings green tea & mint x25,beverages | coffee & tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
feudi 125 primitivo del salento 750 ml,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
biona organic dijon mustard,organic products,01.1.6.9,False,0,mistral:latest,01.1.9.3,False
levissima natural water,water,01.2.5.0,True,12,mistral:latest,01.2.5.0,True
innocent orange juice bits 1.35l,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
maresi vienna ice coffee caramel,cold coffee,01.2.2.0,True,3,mistral:latest,01.2.2.0,True
go and fun isotonic 500ml,drinks | energy drinks | energy drinks,01.2.9.0,True,10,mistral:latest,01.2.9.0,True
valdo prosecco valdobbiadene docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,4,mistral:latest,02.1.2.1,True
jack daniel's jack & coke gift pack with glass,alcohol,02.1.1.0,True,3,mistral:latest,02.1.9.0,False
italian style roast,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,12,mistral:latest,01.2.2.0,True
"rocchetta verde acqua naturale 1,5 lt","acqua, bevande, alcolici | acqua",02.1.9.0,False,0,mistral:latest,01.2.5.0,False
kean grapefruit 100% juice,juices,01.2.1.0,True,4,mistral:latest,01.2.1.0,True
physalis infusion tea fat burner 27g,tea,01.2.3.0,True,9,mistral:latest,01.2.3.0,True
lacto milk stout bottle 25cl,drinks | beers & ciders | bitters & stouts,01.1.4.7,True,1,mistral:latest,02.1.3.0,False
levissima fizzy water 1.5l,water,01.2.5.0,True,9,mistral:latest,01.2.6.0,False
biona organic cocobella spread,organic products,01.1.8.5,True,1,mistral:latest,01.1.8.5,True
leone de castris five roses rosato igt salento,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
panna da cucina uht,"latticini | latte, uova e burro",01.1.4.3,True,5,mistral:latest,01.1.4.7,False
pfanner bio blueberry juice 500 ml,juices & smoothies,01.2.1.0,True,11,mistral:latest,01.2.1.0,True
rio d'oro orangensaft 1 l,saft & nektar,01.2.1.0,True,3,mistral:latest,01.1.6.2,False
rosemount meal matcher shiraz - steak,wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
"spesa leggera gassosa 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,1,mistral:latest,01.2.6.0,True
pinot de pinot brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
bellone igp lazio,"vini, birra e liquori | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
talisker aged 10 years single malt scotch whisky 700 ml,spirits,02.1.1.0,True,4,mistral:latest,02.1.1.0,True
vigneti galassi albana di romagna sweet wine,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
medina vermentino zibibbo 75cl,wine cellar | wine  ,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
voda collagen focus 375ml,drinks | energy drinks | energy drinks,01.2.9.0,True,2,mistral:latest,01.2.9.0,True
nescafe gold oat macchiato 6x16g,beverages | coffee & tea,01.1.4.7,True,2,mistral:latest,01.1.4.7,True
la polenza cinque terre doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,6,mistral:latest,02.1.2.1,True
sanpellegrino aranciata,juices,01.2.6.0,True,5,mistral:latest,01.2.1.0,False
red cup crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,1,mistral:latest,01.1.4.7,False
"warsteiner pils 0,5l",bier,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
innocent fp plus blue 750ml,chilled and dairy | fridge items,01.2.6.0,False,0,mistral:latest,01.1.4.7,False
mirinda 1.5 ltr single,drinks | soft drinks | soft drinks,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
natur green naturgreen biocoffee,organic products,01.2.2.0,True,4,mistral:latest,01.1.8.5,False
pepsi cans,soft drinks,01.2.6.0,True,9,mistral:latest,01.2.6.0,True
just light orzata squash 1 ltr,soft drinks,01.2.6.0,True,7,mistral:latest,01.2.6.0,True
tetley super fruits tea immune peach & orange EUR1 off 20pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
chupa chups melon cream soda 345ml,beverages | soft drinks & mixers,01.2.6.0,True,10,mistral:latest,01.2.6.0,True
vina mestizo - merlot  x,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
westminster eistee premium 1 l,"cola, limonaden, eistee",01.2.3.0,False,0,mistral:latest,01.2.6.0,False
benna milk 2.5% fat 1ltr,"milk, butter & eggs",01.1.4.1,False,0,mistral:latest,01.1.4.3,False
zwan 8 chicken hotdogs 720 grms,tins cans & packets,01.1.2.5,True,6,mistral:latest,01.1.2.5,True
sangre de toro rose 75cl,drinks | wine | rose wine,02.1.2.1,True,7,mistral:latest,02.1.2.1,True
carrefour kids kaomix chocolate milk powder,hot drinks,01.1.4.7,True,2,mistral:latest,01.1.4.7,True
jameson 70cl,drinks | spirits & liqueurs | whisky,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
anfossi vermentino riviera ligure ponente doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
alamos malbec mendoza,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
beefeater pink gin,alcohol,02.1.1.0,True,1,mistral:latest,02.1.1.0,True
southern comfort 70cl,beverages | spirits,02.1.1.0,True,6,mistral:latest,02.1.1.0,True
kopparberg premium cider alcohol free pear,cider,02.1.2.2,True,9,mistral:latest,02.1.2.2,True
nescafe cappuccino x8,beverages | coffee & tea,01.1.4.7,True,1,mistral:latest,01.2.2.0,False
palatino limited twin pack wine,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
caravaggio merlot,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
martini spritz bianco 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,6,mistral:latest,02.1.2.1,True
rauch bravo red orange juice,juices,01.2.1.0,True,11,mistral:latest,01.2.1.0,True
"rio d'oro fruchtsaft 2 l, apfel-kirsch",saft & nektar,01.2.1.0,False,0,mistral:latest,01.1.6.5,False
summer edition gusto dragon fruit,"acqua, bibite e succhi | bibite",01.2.9.0,False,0,mistral:latest,01.2.1.0,False
"karlskrone premium pilsener, 6er-packung 3 l",bier,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
meridiana melqart red wine 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
feudo principi  principi di butera merlot sicilia,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
schooner black label rum,alcohol,02.1.1.0,True,5,mistral:latest,02.1.1.0,True
almond cocoa creamy dessert,organic products,01.1.4.7,True,1,mistral:latest,01.1.4.6,False
naturalboom mental drink fiori di sambuco e limone 250 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,1,mistral:latest,01.2.9.0,False
monster ultra fiesta,energy drinks,01.2.9.0,True,4,mistral:latest,01.2.9.0,True
vitasnella still water 1.5ltr 6pack,drinks | water | water packs,01.2.5.0,True,12,mistral:latest,01.2.5.0,True
san miguel especial beer,beer,02.1.3.0,True,8,mistral:latest,02.1.3.0,True
san miguel manila,beer,02.1.3.0,True,3,mistral:latest,02.1.3.0,True
sk special peach nectar juice,juices,01.2.1.0,True,9,mistral:latest,01.2.1.0,True
nature crops  fagiolo tondino dell umbria 300 g,tins cans & packets,01.1.7.9,True,2,mistral:latest,01.1.7.9,True
chef crema di latte 250 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,True,5,mistral:latest,01.1.4.7,False
pfanner pineapple juice 100% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
italvini le uve bardolino,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
pfanner succo ananas carota 30% 2tr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,8,mistral:latest,01.2.1.0,True
ensinger sport mineralwasser 3 l,wasser,01.2.5.0,True,12,mistral:latest,01.2.5.0,True
nescafe dolce gusto latte macchiato  x  16pcs.,coffee,01.1.4.7,True,4,mistral:latest,01.2.2.0,False
soyavit bio tofu herbal,organic products,01.1.7.9,True,7,mistral:latest,01.1.4.6,False
pfanner guava 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,1,mistral:latest,01.1.6.9,False
optimus mascarpone 500 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.4.5,True,1,mistral:latest,01.1.4.5,True
barbadillo cream sherry  75cl,drinks | wine | red wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
latte crescita mio senza lattosio,mondo baby | latte e tisane,01.1.9.2,True,8,mistral:latest,01.1.9.2,True
fruity hugo pear 75cl,drinks | wine | white wine,02.1.2.1,True,3,mistral:latest,02.1.2.2,False
carrefour bio spremuta arance,juices,01.2.1.0,True,5,mistral:latest,01.2.1.0,True
bottega sambuca d'anice stellato 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,4,mistral:latest,02.1.1.0,True
7up free,soft drinks,01.2.6.0,True,11,mistral:latest,01.2.6.0,True
moet & chandon nectar imperial rose,wine,02.1.2.1,True,8,mistral:latest,02.1.2.1,True
absolut vodka eoy,alcohol,02.1.1.0,True,7,mistral:latest,02.1.1.0,True
958 spritz,"vini, birra e liquori | liquori",02.1.2.1,True,3,mistral:latest,02.1.2.1,True
carrefour  bio plums without stone,organic products,01.1.6.9,False,0,mistral:latest,01.1.6.3,False
victoria heights merlot 75cl,wine cellar | wine  ,02.1.2.1,True,8,mistral:latest,02.1.2.1,True
carrefour bio apricot juice,organic drinks,01.2.1.0,True,2,mistral:latest,01.2.1.0,True
rauch bravo red grape juice,juices,01.2.1.0,True,9,mistral:latest,01.2.1.0,True
ferdinand's quince gin,alcohol,02.1.1.0,True,3,mistral:latest,02.1.1.0,True
ribolla gialla friuli doc,"vini, birra e liquori | vini",02.1.2.1,True,10,mistral:latest,02.1.2.1,True
ecomil eco mil almond milk,organic products,01.1.4.4,True,12,mistral:latest,01.1.4.4,True
tetley one cup teabag 440pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
matusalem rum solera 7 blender 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,mistral:latest,02.1.1.0,True
sprite bottle 5+1,soft drinks,01.2.6.0,True,7,mistral:latest,01.2.6.0,True
dani mussles in brine 114 g,tins cans & packets,01.1.9.1,False,0,mistral:latest,01.1.3.5,False
pfanner lemon lychee juice 500 ml,juices & smoothies,01.2.6.0,False,0,mistral:latest,01.2.1.0,False
borbone te' al limone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0,False,0,mistral:latest,01.2.2.0,False
cameo ciobar white chocolate 021 grms,hot chocolate & malted drinks,01.2.4.0,True,9,mistral:latest,01.1.8.9,False
estathe' estathe zero limone,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,False,0,mistral:latest,01.1.9.9,False
benna skimmed milk 0.3% fat 500g,"milk, butter & eggs",01.1.4.2,True,9,mistral:latest,01.1.4.2,True
ty-phoo teabags 160 + 50% extra free 240 pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
the balvenie single malt whisky 17 year old double wood,alcohol,02.1.1.0,True,3,mistral:latest,02.1.1.0,True
santal (ab) pineapple juice 1 ltr,juices & smoothies,01.2.1.0,True,7,mistral:latest,01.2.1.0,True
baltika beer no 9,beer,02.1.3.0,True,10,mistral:latest,02.1.3.0,True
santa carolina vistana sauvignon blanc,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
sainsbury's chateau tanunda chard 75cl,drinks | wine | red wine,02.1.2.1,True,12,mistral:latest,02.1.2.1,True
barcelo' rum gran anejo,"acqua, bevande, alcolici | liquori",02.1.1.0,True,5,mistral:latest,02.1.1.0,True
bavaria shandy 33cl,beverages | beer & cider,02.1.3.0,True,4,mistral:latest,02.1.3.0,True
"karlsberg helles 0,5 l",bier,02.1.3.0,True,9,mistral:latest,02.1.3.0,True
bottega grappa barricata fume 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,8,mistral:latest,02.1.1.0,True
citra montepulciano abbr 75cl,wine cellar | wine  ,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
carrefour aranciata zero 1.5ltr,soft drinks,01.2.6.0,True,6,mistral:latest,01.2.6.0,True
infusi fruttosi ananas e pesca 12 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,mistral:latest,01.2.3.0,True
cavit muller thurgau doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,8,mistral:latest,02.1.2.1,True
just 0 non alcoholic white wine 75cl,drinks | wine | non-alcoholic wines,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
setabianca trebbiano d'abruzzo doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,mistral:latest,02.1.2.1,True
grigolli vino marzemino doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,mistral:latest,02.1.2.1,True
3 leaves capers jar 420 grms,tins cans & packets,01.1.9.9,True,1,mistral:latest,99.9.9.9,False
shani mixed fruit drink 330ml,drinks | soft drinks | soft drinks,01.2.9.0,True,2,mistral:latest,01.2.6.0,False
cisk lager can,beer,02.1.3.0,True,12,mistral:latest,02.1.3.0,True
g.h. mumm cordon rouge 750 ml,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
pukka organic peace tea 20pcs.,tea,01.2.3.0,True,12,mistral:latest,01.2.3.0,True
lipton peppermint tea 25 pcs.,tea,01.2.3.0,True,11,mistral:latest,01.2.3.0,True
roversi  barolo,wine,02.1.2.1,True,11,mistral:latest,02.1.2.1,True
torrevigne irpinia aglianico  x  750ml,wine,02.1.2.1,True,10,mistral:latest,02.1.2.1,True
