original_index,name,category,manual_code,correct_option,correct_n,llm,prediction,match
232,zuegg skipper succo di ribes nero 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,6,qwen2.5:32b,01.2.9.0,False
233,alexis lichine chevalier sauvignon blanc,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
234,bosca sparkletini strawberry,wine,02.1.2.1,True,6,qwen2.5:32b,02.1.2.1,True
235,mcguigan black label chardonnay 75cl,drinks | wine | white wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
236,monster lewis hamilton 50cl,beverages | soft drinks & mixers,01.2.9.0,True,1,qwen2.5:32b,01.2.6.0,False
237,lipton lemon 1.5ltr,drinks | ice tea | ice tea,01.2.3.0,True,10,qwen2.5:32b,01.1.8.6,False
238,twix hot choc dolce gusto pods x8 136gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.4.0,True,4,qwen2.5:32b,01.2.9.0,False
239,pepsi cola 330 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,7,qwen2.5:32b,01.2.6.0,True
240,rocchetta brioblu larossa sparkling 1.5ltr single,drinks | water | water - sparkling,01.2.5.0,True,7,qwen2.5:32b,01.1.9.4,False
241,twining's orange mango & cinnamon infuso 040 grms,tea,01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
242,citra trebbiano d'abbruzzo,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
243,strongbow dark fruit,cider,02.1.2.2,True,10,qwen2.5:32b,02.1.2.2,True
244,sanpellegrino chino zero zuccheri aggiunti 330 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,4,qwen2.5:32b,01.2.6.0,True
245,solive franciacorta rose docg 750ml 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,5,qwen2.5:32b,02.1.2.2,False
246,nestle vera still water,water,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
247,hydration blue raspberry,"acqua, bibite e succhi | bibite",01.2.6.0,True,2,qwen2.5:32b,01.2.6.0,True
248,mayor tomato pulp 35c off 3x400g,tins cans & packets,01.1.9.3,False,0,qwen2.5:32b,01.1.7.7,False
249,tisana a freddo sgonfiante digestiva fragola limone zenzero 18 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
250,acqua minerale effervescente naturale,"acqua, bibite e succhi | acqua minerale",01.2.5.0,True,10,qwen2.5:32b,01.2.6.0,False
251,kopke 10 years old porto,wine,02.1.2.1,True,5,qwen2.5:32b,02.1.2.1,True
252,starbucks white mocha x12cap,beverages | coffee & tea,01.2.4.0,True,4,qwen2.5:32b,01.2.2.0,False
253,twining infuse fragola/anguria/limone 10 filtri,infusi,01.2.3.0,True,9,qwen2.5:32b,01.2.9.0,False
254,pera dolce di natura,"acqua, bibite e succhi | succhi",01.2.1.0,True,3,qwen2.5:32b,01.2.9.0,False
255,amaroy kaffee-pads 144 g,kaffee,01.2.2.0,True,10,qwen2.5:32b,01.1.8.3,False
256,sani sifon acqua soda,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,False,0,qwen2.5:32b,01.2.9.0,False
257,six saints caribbean rum,alcohol,02.1.1.0,True,5,qwen2.5:32b,02.2.0.0,False
258,belvedere grignolino piemonte doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,5,qwen2.5:32b,02.1.2.1,True
259,nouaison gin 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,3,qwen2.5:32b,02.2.0.0,False
260,"bad durrheimer naturliches mineralwasser 0,75 l",wasser,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
261,dreher redler birra e succo di limone 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0,True,5,qwen2.5:32b,02.1.3.0,True
262,johnny walker red label whisky 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,5,qwen2.5:32b,02.1.1.0,True
263,raineri olio extra vergine di oliva 500 ml,olio e conserve | olio,01.1.5.1,True,11,qwen2.5:32b,15.2.4.0,False
264,lipton yellow label tea deteinato squeezable 38 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,11,qwen2.5:32b,01.2.3.0,True
265,expressi typ filter kaffee mild 120g,kaffee,01.2.2.0,True,11,qwen2.5:32b,01.2.2.0,True
266,"everton te solubile limone,lime e curcuma 560 gr","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,True,3,qwen2.5:32b,01.2.9.0,False
267,elite marrowfat peas 300g,tins cans & packets,01.1.7.9,True,3,qwen2.5:32b,01.1.7.4,False
268,barton & guestier malbec 750ml,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
269,gran caffe  garibaldi nespresso tube top bar  10 pcs.,coffee,01.2.2.0,True,11,qwen2.5:32b,01.2.2.0,True
270,jack link`s beef jerky teriyaki 075 grms,tins cans & packets,01.1.2.5,True,2,qwen2.5:32b,01.1.9.9,False
271,vinum merum bellamar gutturnio classico superiore doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
272,typhoo qt one cup 125gr,food cupboard groceries | tea | decaf & all classic teas,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
273,solvay bicarbonato di sodio purissimo 750 gr,"acqua, bevande, alcolici | bevande analcoliche",01.1.9.9,False,0,qwen2.5:32b,01.2.9.0,False
274,fuzetea tea lemon 400 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,True,5,qwen2.5:32b,01.2.3.0,True
275,martini royale rosato 75cl,wine cellar | wine  ,02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
276,dolo corned beef 200g,groceries | canned items,01.1.2.5,True,2,qwen2.5:32b,01.1.2.2,False
277,barbera frizzante piemonte doc,"vini, birra e liquori | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
278,"chiarli lambrusco amabile di modena dop 1,5 lt","acqua, bevande, alcolici | vini",02.1.2.1,True,6,qwen2.5:32b,02.1.2.1,True
279,rauch bravo arancia rossa (red orange) 2ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,5,qwen2.5:32b,01.2.1.0,True
280,coccodi italian barn eggs medium 6x350g,"milk, butter & eggs",01.1.4.8,True,12,qwen2.5:32b,01.1.4.8,True
281,kinnie / diet 500ml x12,beverages | soft drinks & mixers,01.2.6.0,True,8,qwen2.5:32b,01.2.6.0,True
282,bakoma sonata coffee cappuccino,cold coffee,01.1.4.7,True,2,qwen2.5:32b,01.2.2.0,False
283,twinings selezione di pregiati te 80 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
284,jack daniels whisky,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
285,snapple snappy apple 473ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.2.1.0,True,3,qwen2.5:32b,01.2.9.0,False
286,espresso intenso 9/13,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,10,qwen2.5:32b,01.2.2.0,True
287,lurisia sparkling water glass,water,01.2.5.0,True,7,qwen2.5:32b,01.2.5.0,True
288,"clarke's bourbon whiskey 0,7 l",spirituosen,02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
289,bolero mango sugar free instant drink 009 grms,soft drinks,01.2.9.0,True,1,qwen2.5:32b,01.2.9.0,True
290,lachryma vitis white 75cl carton,wine cellar | wine  ,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
291,bio3 camomile tea  25 pcs.,tea,01.2.3.0,True,10,qwen2.5:32b,01.2.3.0,True
292,"rio d'oro mehrfruchtdirektsaft 1 l, ananas, orange & mango",saft & nektar,01.2.1.0,True,4,qwen2.5:32b,01.2.1.0,True
293,sacla organic basil pesto,organic products,01.1.9.3,True,4,qwen2.5:32b,01.1.7.7,False
294,albicocca varieta italiane,"acqua, bibite e succhi | succhi",01.2.1.0,True,1,qwen2.5:32b,01.2.9.0,False
295,santa babera cabernet saivignon,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
296,ty-phoo gold tea  80 pcs.,tea,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
297,chateau roquefort bordeaux sauvignon,wine,02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
298,casillero del diablo carmenere,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
299,milsani kondensmilch 10 % fett 340 g,milchprodukte,01.1.4.2,False,0,qwen2.5:32b,01.1.4.3,False
300,perrier peach & cherry sparkling drink,water,01.2.9.0,True,2,qwen2.5:32b,01.2.6.0,False
301,la festa hot chocolate milky 250g,beverages | coffee & tea,01.2.4.0,True,11,qwen2.5:32b,01.2.9.0,False
302,carrefour bio penne rigate intergrali,organic products,01.1.1.5,True,3,qwen2.5:32b,13.1.1.1,False
303,poppenburger bockwurst sausages 750 grms,tins cans & packets,01.1.2.5,True,7,qwen2.5:32b,01.1.9.9,False
304,torrevigne - taurasi  x,wine,02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
305,mutti bio passata  560 grms,tins cans & packets,01.1.9.3,False,0,qwen2.5:32b,01.1.9.9,False
306,estathe pesca 20cl,drinks | ice tea | ice tea,01.2.3.0,True,9,qwen2.5:32b,01.2.6.0,False
307,gran lomo malbec,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
308,stone go to ipa,beer,02.1.3.0,True,12,qwen2.5:32b,02.1.3.0,True
309,enervit bottle orange 500ml,drinks | sports drinks | sports drinks,01.2.6.0,True,2,qwen2.5:32b,01.2.9.0,False
310,amaro importante 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,6,qwen2.5:32b,04.5.3.0,False
311,valfrutta fine tomato pulp 2x 330 grms,tins cans & packets,01.1.9.3,False,0,qwen2.5:32b,01.1.7.7,False
312,san benedetto still,water,01.2.5.0,True,10,qwen2.5:32b,01.2.5.0,True
313,primia te' deteinato 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,True,5,qwen2.5:32b,01.2.3.0,True
314,gibson's london dry gin 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,True,1,qwen2.5:32b,02.2.0.0,False
315,corte al passo primitivo puglia 2022,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
316,twinings green tea & mint x25,beverages | coffee & tea,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
317,feudi 125 primitivo del salento 750 ml,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
318,biona organic dijon mustard,organic products,01.1.6.9,False,0,qwen2.5:32b,01.1.9.9,False
319,levissima natural water,water,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
320,innocent orange juice bits 1.35l,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0,True,8,qwen2.5:32b,01.2.9.0,False
321,maresi vienna ice coffee caramel,cold coffee,01.2.2.0,True,3,qwen2.5:32b,01.2.2.0,True
322,go and fun isotonic 500ml,drinks | energy drinks | energy drinks,01.2.9.0,True,10,qwen2.5:32b,01.2.9.0,True
323,valdo prosecco valdobbiadene docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,True,4,qwen2.5:32b,02.1.2.2,False
324,jack daniel's jack & coke gift pack with glass,alcohol,02.1.1.0,True,3,qwen2.5:32b,02.2.0.0,False
325,italian style roast,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,12,qwen2.5:32b,01.2.2.0,True
326,"rocchetta verde acqua naturale 1,5 lt","acqua, bevande, alcolici | acqua",02.1.9.0,False,0,qwen2.5:32b,01.2.5.0,False
327,kean grapefruit 100% juice,juices,01.2.1.0,True,4,qwen2.5:32b,01.2.1.0,True
328,physalis infusion tea fat burner 27g,tea,01.2.3.0,True,9,qwen2.5:32b,01.2.3.0,True
329,lacto milk stout bottle 25cl,drinks | beers & ciders | bitters & stouts,01.1.4.7,True,1,qwen2.5:32b,02.1.9.0,False
330,levissima fizzy water 1.5l,water,01.2.5.0,True,9,qwen2.5:32b,01.2.5.0,True
331,biona organic cocobella spread,organic products,01.1.8.5,True,1,qwen2.5:32b,01.1.9.9,False
332,leone de castris five roses rosato igt salento,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
333,panna da cucina uht,"latticini | latte, uova e burro",01.1.4.3,True,5,qwen2.5:32b,01.1.4.7,False
334,pfanner bio blueberry juice 500 ml,juices & smoothies,01.2.1.0,True,11,qwen2.5:32b,01.2.1.0,True
335,rio d'oro orangensaft 1 l,saft & nektar,01.2.1.0,True,3,qwen2.5:32b,01.2.1.0,True
336,rosemount meal matcher shiraz - steak,wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.1,True
337,"spesa leggera gassosa 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,1,qwen2.5:32b,01.2.6.0,True
338,pinot de pinot brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
339,bellone igp lazio,"vini, birra e liquori | vini",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
340,talisker aged 10 years single malt scotch whisky 700 ml,spirits,02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
341,vigneti galassi albana di romagna sweet wine,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
342,medina vermentino zibibbo 75cl,wine cellar | wine  ,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
343,voda collagen focus 375ml,drinks | energy drinks | energy drinks,01.2.9.0,True,2,qwen2.5:32b,01.2.9.0,True
344,nescafe gold oat macchiato 6x16g,beverages | coffee & tea,01.1.4.7,True,2,qwen2.5:32b,01.2.2.0,False
345,la polenza cinque terre doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,6,qwen2.5:32b,02.1.2.1,True
346,sanpellegrino aranciata,juices,01.2.6.0,True,5,qwen2.5:32b,01.2.9.0,False
347,red cup crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,True,1,qwen2.5:32b,01.2.2.0,True
348,"warsteiner pils 0,5l",bier,02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
349,innocent fp plus blue 750ml,chilled and dairy | fridge items,01.2.6.0,False,0,qwen2.5:32b,01.1.4.7,False
350,mirinda 1.5 ltr single,drinks | soft drinks | soft drinks,01.2.6.0,True,10,qwen2.5:32b,01.2.6.0,True
351,natur green naturgreen biocoffee,organic products,01.2.2.0,True,4,qwen2.5:32b,01.2.9.0,False
352,pepsi cans,soft drinks,01.2.6.0,True,9,qwen2.5:32b,01.2.6.0,True
353,just light orzata squash 1 ltr,soft drinks,01.2.6.0,True,7,qwen2.5:32b,01.2.6.0,True
354,tetley super fruits tea immune peach & orange EUR1 off 20pcs.,tea,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
355,chupa chups melon cream soda 345ml,beverages | soft drinks & mixers,01.2.6.0,True,10,qwen2.5:32b,01.2.6.0,True
356,vina mestizo - merlot  x,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
357,westminster eistee premium 1 l,"cola, limonaden, eistee",01.2.3.0,False,0,qwen2.5:32b,01.2.6.0,False
358,benna milk 2.5% fat 1ltr,"milk, butter & eggs",01.1.4.1,False,0,qwen2.5:32b,01.1.4.7,False
359,zwan 8 chicken hotdogs 720 grms,tins cans & packets,01.1.2.5,True,6,qwen2.5:32b,01.2.9.0,False
360,sangre de toro rose 75cl,drinks | wine | rose wine,02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
361,carrefour kids kaomix chocolate milk powder,hot drinks,01.1.4.7,True,2,qwen2.5:32b,01.1.9.9,False
362,jameson 70cl,drinks | spirits & liqueurs | whisky,02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
363,anfossi vermentino riviera ligure ponente doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
364,alamos malbec mendoza,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
365,beefeater pink gin,alcohol,02.1.1.0,True,1,qwen2.5:32b,02.2.0.0,False
366,southern comfort 70cl,beverages | spirits,02.1.1.0,True,6,qwen2.5:32b,02.1.1.0,True
367,kopparberg premium cider alcohol free pear,cider,02.1.2.2,True,9,qwen2.5:32b,02.2.0.0,False
368,nescafe cappuccino x8,beverages | coffee & tea,01.1.4.7,True,1,qwen2.5:32b,01.2.2.0,False
369,palatino limited twin pack wine,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
370,caravaggio merlot,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
371,martini spritz bianco 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,True,6,qwen2.5:32b,02.1.2.1,True
372,rauch bravo red orange juice,juices,01.2.1.0,True,11,qwen2.5:32b,01.2.1.0,True
373,"rio d'oro fruchtsaft 2 l, apfel-kirsch",saft & nektar,01.2.1.0,False,0,qwen2.5:32b,01.2.1.0,True
374,summer edition gusto dragon fruit,"acqua, bibite e succhi | bibite",01.2.9.0,False,0,qwen2.5:32b,01.2.6.0,False
375,"karlskrone premium pilsener, 6er-packung 3 l",bier,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
376,meridiana melqart red wine 750 ml,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
377,feudo principi  principi di butera merlot sicilia,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
378,schooner black label rum,alcohol,02.1.1.0,True,5,qwen2.5:32b,03.1.2.4,False
379,almond cocoa creamy dessert,organic products,01.1.4.7,True,1,qwen2.5:32b,01.1.9.9,False
380,naturalboom mental drink fiori di sambuco e limone 250 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,True,1,qwen2.5:32b,01.2.9.0,False
381,monster ultra fiesta,energy drinks,01.2.9.0,True,4,qwen2.5:32b,01.2.9.0,True
382,vitasnella still water 1.5ltr 6pack,drinks | water | water packs,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
383,san miguel especial beer,beer,02.1.3.0,True,8,qwen2.5:32b,02.1.3.0,True
384,san miguel manila,beer,02.1.3.0,True,3,qwen2.5:32b,02.1.3.0,True
385,sk special peach nectar juice,juices,01.2.1.0,True,9,qwen2.5:32b,01.2.1.0,True
386,nature crops  fagiolo tondino dell umbria 300 g,tins cans & packets,01.1.7.9,True,2,qwen2.5:32b,01.1.7.4,False
387,chef crema di latte 250 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,True,5,qwen2.5:32b,07.4.9.2,False
388,pfanner pineapple juice 100% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,7,qwen2.5:32b,01.2.1.0,True
389,italvini le uve bardolino,wine,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
390,pfanner succo ananas carota 30% 2tr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,True,8,qwen2.5:32b,01.2.1.0,True
391,ensinger sport mineralwasser 3 l,wasser,01.2.5.0,True,12,qwen2.5:32b,01.2.5.0,True
392,nescafe dolce gusto latte macchiato  x  16pcs.,coffee,01.1.4.7,True,4,qwen2.5:32b,01.2.2.0,False
393,soyavit bio tofu herbal,organic products,01.1.7.9,True,7,qwen2.5:32b,01.1.7.9,True
394,pfanner guava 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,True,1,qwen2.5:32b,01.2.1.0,True
395,optimus mascarpone 500 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.4.5,True,1,qwen2.5:32b,01.1.8.3,False
396,barbadillo cream sherry  75cl,drinks | wine | red wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
397,latte crescita mio senza lattosio,mondo baby | latte e tisane,01.1.9.2,True,8,qwen2.5:32b,15.2.2.0,False
398,fruity hugo pear 75cl,drinks | wine | white wine,02.1.2.1,True,3,qwen2.5:32b,02.1.2.1,True
399,carrefour bio spremuta arance,juices,01.2.1.0,True,5,qwen2.5:32b,01.2.9.0,False
400,bottega sambuca d'anice stellato 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,4,qwen2.5:32b,02.1.1.0,True
401,7up free,soft drinks,01.2.6.0,True,11,qwen2.5:32b,01.2.6.0,True
402,moet & chandon nectar imperial rose,wine,02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
403,absolut vodka eoy,alcohol,02.1.1.0,True,7,qwen2.5:32b,02.2.0.0,False
404,958 spritz,"vini, birra e liquori | liquori",02.1.2.1,True,3,qwen2.5:32b,02.1.9.0,False
405,carrefour  bio plums without stone,organic products,01.1.6.9,False,0,qwen2.5:32b,01.1.6.9,True
406,victoria heights merlot 75cl,wine cellar | wine  ,02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
407,carrefour bio apricot juice,organic drinks,01.2.1.0,True,2,qwen2.5:32b,01.2.1.0,True
408,rauch bravo red grape juice,juices,01.2.1.0,True,9,qwen2.5:32b,01.2.1.0,True
409,ferdinand's quince gin,alcohol,02.1.1.0,True,3,qwen2.5:32b,02.2.0.0,False
410,ribolla gialla friuli doc,"vini, birra e liquori | vini",02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
411,ecomil eco mil almond milk,organic products,01.1.4.4,True,12,qwen2.5:32b,01.1.9.9,False
412,tetley one cup teabag 440pcs.,tea,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
413,matusalem rum solera 7 blender 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,2,qwen2.5:32b,02.2.0.0,False
414,sprite bottle 5+1,soft drinks,01.2.6.0,True,7,qwen2.5:32b,01.2.6.0,True
415,dani mussles in brine 114 g,tins cans & packets,01.1.9.1,False,0,qwen2.5:32b,01.1.3.6,False
416,pfanner lemon lychee juice 500 ml,juices & smoothies,01.2.6.0,False,0,qwen2.5:32b,01.2.1.0,False
417,borbone te' al limone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0,False,0,qwen2.5:32b,01.2.9.0,False
418,cameo ciobar white chocolate 021 grms,hot chocolate & malted drinks,01.2.4.0,True,9,qwen2.5:32b,01.1.9.9,False
419,estathe' estathe zero limone,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,False,0,qwen2.5:32b,01.2.9.0,False
420,benna skimmed milk 0.3% fat 500g,"milk, butter & eggs",01.1.4.2,True,9,qwen2.5:32b,01.1.4.7,False
421,ty-phoo teabags 160 + 50% extra free 240 pcs.,tea,01.2.3.0,True,12,qwen2.5:32b,01.2.3.0,True
422,the balvenie single malt whisky 17 year old double wood,alcohol,02.1.1.0,True,3,qwen2.5:32b,02.2.0.0,False
423,santal (ab) pineapple juice 1 ltr,juices & smoothies,01.2.1.0,True,7,qwen2.5:32b,01.2.1.0,True
424,baltika beer no 9,beer,02.1.3.0,True,10,qwen2.5:32b,02.1.3.0,True
425,santa carolina vistana sauvignon blanc,wine,02.1.2.1,True,10,qwen2.5:32b,02.1.2.1,True
426,sainsbury's chateau tanunda chard 75cl,drinks | wine | red wine,02.1.2.1,True,12,qwen2.5:32b,02.1.2.2,False
427,barcelo' rum gran anejo,"acqua, bevande, alcolici | liquori",02.1.1.0,True,5,qwen2.5:32b,02.1.1.0,True
428,bavaria shandy 33cl,beverages | beer & cider,02.1.3.0,True,4,qwen2.5:32b,01.2.9.0,False
429,"karlsberg helles 0,5 l",bier,02.1.3.0,True,9,qwen2.5:32b,02.1.3.0,True
430,bottega grappa barricata fume 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,True,8,qwen2.5:32b,02.1.2.2,False
431,citra montepulciano abbr 75cl,wine cellar | wine  ,02.1.2.1,True,11,qwen2.5:32b,02.1.2.1,True
432,carrefour aranciata zero 1.5ltr,soft drinks,01.2.6.0,True,6,qwen2.5:32b,01.2.6.0,True
433,infusi fruttosi ananas e pesca 12 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0,True,10,qwen2.5:32b,01.2.9.0,False
434,cavit muller thurgau doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,8,qwen2.5:32b,02.1.2.1,True
435,just 0 non alcoholic white wine 75cl,drinks | wine | non-alcoholic wines,02.1.2.1,True,10,qwen2.5:32b,01.2.9.0,False
436,setabianca trebbiano d'abruzzo doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,True,7,qwen2.5:32b,02.1.2.1,True
437,grigolli vino marzemino doc,"acqua, bevande, alcolici | vini",02.1.2.1,True,9,qwen2.5:32b,02.1.2.1,True
438,3 leaves capers jar 420 grms,tins cans & packets,01.1.9.9,True,1,qwen2.5:32b,01.1.7.7,False
439,shani mixed fruit drink 330ml,drinks | soft drinks | soft drinks,01.2.9.0,True,2,qwen2.5:32b,01.2.6.0,False
440,cisk lager can,beer,02.1.3.0,True,12,qwen2.5:32b,02.1.3.0,True
